talent,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Roles,performance_ids
Ohad Shargai,0.001289214,0.0,0.001534778,1.2399999999999999e-45,writers,2019-il
Moshe Kepten,0.002148689,2.22e-06,0.002148689,1.5599999999999998e-45,stageDirector,"2019-il, 2021-il"
Zena,0.001289214,0.0,0.001289214,2.97e-45,artist,2019-by
Sofia Mantuliny,0.001289214,0.0,0.001289214,2.97e-45,backings,2019-by
Yulia Kireeva,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2019-by
Andrey Tsar,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2019-by
S!sters,0.000859476,0.0,0.000859476,1.67e-61,artist,2019-de
Tom Oehler,0.000859476,0.0,0.000859476,1.67e-61,writers,2019-de
Florian Wieder,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2019-de
Michael Rice,0.000859476,0.0,0.038308938,7.65e-05,artist,2019-gb
Tulia,0.001289214,0.0,0.002115633,1.45e-39,artist,2019-pl
Nadia Dalin,0.001289214,0.0,0.002115633,1.45e-39,composers,2019-pl
Sonia Krasny,0.001289214,0.0,0.002115633,1.45e-39,lyricists,2019-pl
Petra Katona,0.001289214,0.0,0.003548407,8.420000000000001e-27,backings,2019-hu
Ferenc Molnár,0.001289214,0.0,0.003548407,8.420000000000001e-27,lyricists,2019-hu
Jurij Veklenko,0.000859476,0.0,0.004941985,2.75e-24,artist,2019-lt
Anna Odobescu,0.000859476,0.0,0.000859476,1.67e-61,artist,2019-md
Thomas Reil,0.000859476,0.0,0.000859476,1.67e-61,writers,2019-md
Kseniya Simonova,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2019-md
Eliot,0.000859476,0.0,0.002175548,9.080000000000001e-32,artist,2019-be
Ester Peony,0.001289214,0.0,0.001718951,8.289999999999999e-42,artist,2019-ro
Ester Alexandra Crețu,0.001289214,0.0,0.001718951,8.289999999999999e-42,composers,2019-ro
Ioana Victoria Badea,0.001289214,0.0,0.001718951,8.289999999999999e-42,lyricists,2019-ro
Oto Nemsadze,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2019-ge
Spartak Sharikadze,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2019-ge
Roman Giorgadze,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2019-ge
Diana Giorgadze,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2019-ge
Roko,0.001289214,0.0,0.001718951,1.57e-38,artist,2019-hr
Leo Mujić,0.001289214,0.0,0.001718951,1.57e-38,stageDirector,2019-hr
Endi Schrötter,0.001289214,0.0,0.001718951,1.57e-38,dancers,2019-hr
Conan Osíris,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, writers",2019-pt
João Reis,0.000429738,0.0,0.000429738,8.51e-68,dancers,2019-pt
Carousel,0.001289214,0.0,0.033965102,0.000322584,artist,2019-lv
Mārcis Vasiļevskis,0.001289214,0.0,0.033965102,0.000322584,composers,2019-lv
Sabīne Žuga,0.001289214,0.0,0.033965102,0.000322584,lyricists,2019-lv
Srbuk,0.001289214,0.0,0.002736752,3.25e-35,artist,2019-am
Tokionine,0.001289214,0.0,0.002736752,3.25e-35,composers,2019-am
D mol,0.001289214,0.0,0.028279614,2.35e-08,artist,2019-me
Dejan Božović,0.001289214,0.0,0.028279614,2.35e-08,composers,2019-me
Adis Eminić,0.001289214,0.0,0.028279614,2.35e-08,lyricists,2019-me
Darude feat. Sebastian Rejman,0.001718951,0.0,0.024519944,6.15e-06,artist,2019-fi
Petri Somer,0.001718951,0.0,0.024519944,6.15e-06,backings,2019-fi
Sebastian Rejman,0.001718951,0.0,0.024519944,6.15e-06,writers,2019-fi
Etel Röhr,0.001718951,0.0,0.024519944,6.15e-06,dancers,2019-fi
Pænda,0.000859476,0.0,0.0,8.1e-80,"artist, writers",2019-at
Sarah McTernan,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2019-ie
Michael Hopkins,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2019-ie
Roel Rats,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2019-ie
Rhianna Binns,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2019-ie
Måneskin,0.000859476,0.0,0.000859476,1.67e-61,artist,2021-it
Victoria De Angelis,0.000859476,0.0,0.000859476,1.67e-61,writers,2021-it
Claudio Santucci,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2021-it
Barbara Pravi,0.001289214,0.0,0.00326827,1.0800000000000001e-29,artist,2021-fr
Igit,0.001289214,0.0,0.00326827,1.0800000000000001e-29,composers,2021-fr
Lili Poe,0.001289214,0.0,0.00326827,1.0800000000000001e-29,lyricists,2021-fr
Gjon's Tears,0.001289214,0.0,0.051040005,0.00435445,artist,2021-ch
Xavier Michel,0.001289214,0.0,0.051040005,0.00435445,composers,2021-ch
Daði & Gagnamagnið,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2021-is
Daði Freyr Pétursson,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2021-is
Sigrún Birna Pétursdóttir,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2021-is
Stefán Hannesson,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2021-is
Go_A,0.001718951,0.0,0.002685862,2.0599999999999998e-30,artist,2021-ua
Taras Shevchenko,0.002578427,0.0,0.002685862,2.4699999999999997e-30,"composers, backings",2021-ua
Kateryna Pavlenko,0.001718951,0.0,0.002685862,2.0599999999999998e-30,lyricists,2021-ua
Vania Yurkiv,0.001718951,0.0,0.002685862,2.0599999999999998e-30,dancers,2021-ua
Blind Channel,0.000859476,0.0,0.024512829,4.83e-06,artist,2021-fi
Olli Matela,0.000859476,0.0,0.024512829,4.83e-06,writers,2021-fi
Destiny,0.001289214,0.0,0.050642211,0.004372574,artist,2021-mt
Pauline Eddeborn,0.002148689,0.000461885,0.05067259,0.004458374,dancers,"2021-mt, 2024-se"
The Roop,0.001718951,0.0,0.004941985,4.8799999999999994e-24,artist,2021-lt
Vaidotas Valiukevičius,0.002578427,0.0,0.004941985,5.7099999999999996e-24,"composers, lyricists",2021-lt
Robertas Baranauskas,0.001718951,0.0,0.004941985,4.8799999999999994e-24,backings,2021-lt
Miglė Praniauskaitė,0.001718951,0.0,0.004941985,4.8799999999999994e-24,dancers,2021-lt
Manizha,0.001718951,0.0,0.000859476,1.4e-55,"artist, lyricists",2021-ru
Ori Kaplan,0.000859476,0.0,0.000859476,9.88e-56,composers,2021-ru
Andrey Sychev,0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2021-ru
Stefania,0.001718951,0.0,0.042705363,0.086428011,artist,2021-gr
Pavlos Manolis,0.001718951,0.0,0.042705363,0.086428011,composers,2021-gr
Nikos Koukakis,0.001718951,0.0,0.042705363,0.086428011,dancers,2021-gr
Victoria,0.000859476,0.0,0.037567804,1.75e-05,artist,2021-bg
Victoria Georgieva,0.000859476,0.0,0.037567804,1.75e-05,writers,2021-bg
"Dan Shipton, Marvin Dietmann",0.014611087,0.010327768,0.043631822,0.000161514,stageDirector,"2021-bg, 2021-cy, 2021-es, 2021-hr, 2021-at, 2021-ee, 2021-cz, 2022-gb, 2022-am, 2022-de, 2022-cy, 2022-at, 2024-de, 2024-at"
The Black Mamba,0.000859476,0.0,0.000859476,1.67e-61,artist,2021-pt
Tatanka,0.000859476,0.0,0.000859476,1.67e-61,writers,2021-pt
Rui Pedro Vaz,0.000859476,0.0,0.000859476,1.67e-61,backings,2021-pt
Natalia Gordienko,0.002148689,0.0,0.042889671,0.127321741,artist,2021-md
Slava,0.002148689,0.0,0.042889671,0.127321741,dancers,2021-md
Tusse,0.001718951,0.0,0.044859908,0.001236487,artist,2021-se
Timothy Waliggo Kakeeto,0.001718951,0.0,0.044859908,0.001236487,dancers,2021-se
"Jennie Widegren, Lotta Furebäck, Sacha Jean-Baptiste",0.001718951,0.0,0.044859908,0.001236487,stageDirector,2021-se
Hurricane,0.001718951,0.0,0.001790574,4.05e-36,artist,2021-rs
Nemanja Antonić,0.001718951,0.0,0.001790574,4.05e-36,composers,2021-rs
Sanja Vučić,0.001718951,0.0,0.001790574,4.05e-36,lyricists,2021-rs
Elena Tsagrinou,0.001718951,0.0,0.041703879,7.55e-05,artist,2021-cy
Ksenija Erker,0.001718951,0.0,0.041703879,7.55e-05,backings,2021-cy
Para Karat,0.001718951,0.0,0.041703879,7.55e-05,dancers,2021-cy
Eden Alene,0.000859476,0.0,0.001342931,6.9e-46,artist,2021-il
Ron Carmi,0.000859476,0.0,0.001342931,6.9e-46,writers,2021-il
TIX,0.001718951,0.0,0.008918387,3.49e-15,artist,2021-no
Andreas Andresen Haukeland,0.002578427,0.0,0.008918387,3.96e-15,"composers, lyricists",2021-no
Johannes Winter Farstad,0.001718951,0.0,0.008918387,3.49e-15,backings,2021-no
Reno Andersen,0.002578427,2.88e-05,0.009144169,3.62e-15,dancers,"2021-no, 2023-no"
Hooverphonic,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2021-be
Raymond Geerts,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2021-be
Charlotte Foret,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2021-be
"Hans Pannecoucke, Ignace D'Haese",0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2021-be
Efendi,0.001289214,0.0,0.042511931,0.00031525,artist,2021-az
Tony Cornelissen,0.001289214,0.0,0.042511931,0.00031525,writers,2021-az
Veronika Volosova,0.001289214,0.0,0.042511931,0.00031525,dancers,2021-az
Anxhela Peristeri,0.001718951,0.0,0.050566422,0.004985537,artist,2021-al
Ardit Cuni,0.001718951,0.0,0.050566422,0.004985537,backings,2021-al
Kledi Bahiti,0.003867641,0.00114917,0.050642211,0.005368117,composers,"2021-al, 2024-al"
Olti Curri,0.001718951,0.0,0.050566422,0.004985537,lyricists,2021-al
Senhit feat. Flo Rida,0.001289214,0.0,0.039976908,5.59e-05,artist,2021-sm
Stefano Rei Ferrari,0.001289214,0.0,0.039976908,5.59e-05,dancers,2021-sm
Luca Tommassini,0.001289214,0.0,0.039976908,5.59e-05,stageDirector,2021-sm
Jeangu Macrooy,0.002578427,0.0,0.038179077,0.000137558,"artist, lyricists",2021-nl
Xillan Macrooy,0.001718951,0.0,0.038179077,0.00012531,backings,2021-nl
Pieter Perquin,0.001718951,0.0,0.038179077,0.00012531,composers,2021-nl
Gil Gomes Leal,0.001718951,0.0,0.038179077,0.00012531,dancers,2021-nl
Blas Cantó,0.001289214,0.0,0.03757616,1.96e-05,artist,2021-es
Irene Alman,0.001289214,0.0,0.03757616,1.96e-05,backings,2021-es
Leroy Sánchez,0.001289214,0.0,0.03757616,1.96e-05,writers,2021-es
Jendrik,0.001718951,0.0,0.004941985,4.59e-24,artist,2021-de
Myriam Küppers,0.001718951,0.0,0.004941985,4.59e-24,backings,2021-de
Jendrik Sigwart,0.001718951,0.0,0.004941985,4.59e-24,writers,2021-de
Sophia Euskirchen,0.001718951,0.0,0.004941985,4.59e-24,dancers,2021-de
James Newman,0.000859476,0.0,0.000859476,1.67e-61,artist,2021-gb
Tom Hollings,0.000859476,0.0,0.000859476,1.67e-61,writers,2021-gb
"Jerry Reeve, Tom Denning",0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2021-gb
Albina,0.001718951,0.0,0.03771878,2.25e-05,artist,2021-hr
Tihana Buklijaš Bakić,0.001718951,0.0,0.03771878,2.25e-05,lyricists,2021-hr
Stjepan Cutvarić,0.001718951,0.0,0.03771878,2.25e-05,dancers,2021-hr
Roxen,0.000859476,0.0,0.000859476,1.67e-61,artist,2021-ro
Viky Red,0.000859476,0.0,0.000859476,1.67e-61,writers,2021-ro
"Bogdan Păun, Dan Manoliu",0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2021-ro
Fyr og Flamme,0.001289214,0.0,0.006623693,8.86e-19,artist,2021-dk
Tilde Vinther,0.001289214,0.0,0.006623693,8.86e-19,backings,2021-dk
Laurits Emanuel,0.001289214,0.0,0.006623693,8.86e-19,writers,2021-dk
Tobias Carshey,0.001718951,0.0,0.042046395,4.8e-05,"backings, writers",2021-at
Uku Suviste,0.001718951,0.0,0.037567804,1.94e-05,"artist, composers, lyricists",2021-ee
Laura-Liisa Veiler,0.000859476,0.0,0.037567804,1.77e-05,backings,2021-ee
Ana Soklič,0.000859476,0.0,0.017873721,2.18e-13,artist,2021-si
Žiga Pirnat,0.001718951,0.0,0.017873721,2.39e-13,"composers, lyricists",2021-si
Rafał,0.001718951,0.0,0.037409746,0.0001,artist,2021-pl
Paweł Skiba,0.001718951,0.0,0.037409746,0.0001,backings,2021-pl
Thomas Karlsson,0.001718951,0.0,0.037409746,0.0001,writers,2021-pl
Miłosz Kuterasiński,0.001718951,0.0,0.037409746,0.0001,dancers,2021-pl
Montaigne,0.000859476,0.0,0.000859476,1.67e-61,artist,2021-au
Jessica Alyssa Cerro,0.000859476,0.0,0.000859476,1.67e-61,writers,2021-au
Marko Panzic,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2021-au
Vasil,0.000859476,0.0,0.002435181,3.97e-31,artist,2021-mk
Benny Cristo,0.001718951,0.0,0.037567804,1.94e-05,"artist, lyricists",2021-cz
Filip Vlček,0.000859476,0.0,0.037567804,1.77e-05,composers,2021-cz
Lesley Roy,0.000859476,0.0,0.002429672,4.990000000000001e-27,artist,2021-ie
Philip Strand,0.001718951,0.0,0.002429672,5.880000000000001e-27,"backings, writers",2021-ie
Tornike Kipiani,0.001289214,0.0,0.000773528,3.3600000000000004e-57,"artist, writers",2021-ge
Emilia Sandquist,0.001289214,7.39e-07,0.001289214,4.3800000000000004e-57,stageDirector,"2021-ge, 2022-ge"
Samanta Tīna,0.000859476,0.0,0.0,8.1e-80,"artist, writers",2021-lv
Kalush Orchestra,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2022-ua
Vitalii Duzhyk,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2022-ua
Oleh Psiuk,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2022-ua
Oleksii Zhembrovskyi,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2022-ua
Sam Ryder,0.001289214,0.0,0.037559452,1.75e-05,"artist, writers",2022-gb
Chanel,0.001289214,0.0,0.001289214,2.97e-45,artist,2022-es
Maggie Szabo,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2022-es
Kyle Hanagami,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2022-es
Raquel Caurin,0.001289214,0.0,0.001289214,2.97e-45,dancers,2022-es
Cornelia Jakobs,0.000859476,0.0,0.000859476,1.67e-61,artist,2022-se
Isa Molin,0.000859476,0.0,0.000859476,1.67e-61,writers,2022-se
"Lotta Furebäck, Sacha Jean-Baptiste",0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2022-se
Konstrakta,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2022-rs
Milovan Bošković,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2022-rs
Ana Đurić,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2022-rs
"Jasmin Cvišić, Miodrag Kolarić",0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2022-rs
Mahmood & Blanco,0.000859476,0.0,0.000859476,9.88e-56,artist,2022-it
Riccardo Fabbriconi,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2022-it
Michele Zocca,0.000859476,0.0,0.000859476,9.88e-56,backings,2022-it
Zdob și Zdub & Advahov Brothers,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2022-md
Vitalie Advahov,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2022-md
Sveatoslav Starus,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2022-md
Dumitru Neagu,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2022-md
Amanda Georgiadi Tenfjord,0.000859476,0.0,0.042426523,0.058336043,artist,2022-gr
Bjørn Helge Gammelsæter,0.000859476,0.0,0.042426523,0.058336043,writers,2022-gr
Maro,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, composers, lyricists",2022-pt
Milhanas,0.000429738,0.0,0.000429738,8.51e-68,backings,2022-pt
Subwoolfer,0.001289214,0.0,0.008599873,2.73e-15,artist,2022-no
Keith,0.001289214,0.0,0.008599873,2.73e-15,writers,2022-no
DJ Astronaut,0.001289214,0.0,0.008599873,2.73e-15,backings,2022-no
S10,0.000859476,0.0,0.001145968,8.089999999999999e-54,artist,2022-nl
Stien den Hollander,0.000859476,0.0,0.001145968,8.089999999999999e-54,writers,2022-nl
Marnix Kaart,0.001718951,1.48e-06,0.001718951,1.26e-53,stageDirector,"2022-nl, 2023-nl"
Ochman,0.001718951,0.0,0.043163622,0.000701302,artist,2022-pl
Krystian Ochman,0.001718951,0.0,0.043163622,0.000701302,lyricists,2022-pl
"Mikołaj Dobrowolski, Tomasz Klimek",0.001718951,0.0,0.043163622,0.000701302,stageDirector,2022-pl
Paulina Przestrzelska,0.001718951,0.0,0.043163622,0.000701302,dancers,2022-pl
Stefan,0.000859476,0.0,0.000859476,9.88e-56,artist,2022-ee
Stefan Airapetjan,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2022-ee
Jaagup Tuisk,0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2022-ee
Monika Liu,0.000859476,0.0,0.004941985,2.97e-24,artist,2022-lt
Sheldon Riley,0.001289214,0.0,0.05044563,0.003865458,"artist, composers, lyricists",2022-au
Nadir Rustamli,0.001289214,0.0,0.0445876,0.000331051,artist,2022-az
Luc Boris André,0.001289214,0.0,0.0445876,0.000331051,dancers,2022-az
Marius Bear,0.000859476,0.0,0.050460697,0.003865458,artist,2022-ch
Martin Gallop,0.000859476,0.0,0.050460697,0.003865458,writers,2022-ch
WRS,0.001289214,0.0,0.001914287,7.56e-36,artist,2022-ro
Costel Dominteanu,0.001289214,0.0,0.001914287,7.56e-36,composers,2022-ro
Cezar Gună,0.001289214,0.0,0.001914287,7.56e-36,lyricists,2022-ro
Jérémie Makiese,0.000429738,0.0,0.001193716,1.5199999999999998e-38,artist,2022-be
Silvio Lisbonne,0.002148689,1.48e-06,0.002148689,6.15e-38,"lyricists, writers","2022-be, 2024-lu"
Rosa Linn,0.000859476,0.0,0.037567804,1.77e-05,artist,2022-am
Tamar Kaprelian,0.001718951,0.0,0.037567804,1.94e-05,"composers, lyricists",2022-am
The Rasmus,0.000859476,0.0,0.000859476,1.67e-61,artist,2022-fi
Lauri Ylönen,0.000859476,0.0,0.000859476,1.67e-61,writers,2022-fi
"Benke, Reija Wäre",0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2022-fi
We Are Domi,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2022-cz
Einar Eriksen Kvaløy,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2022-cz
Dominika Hasek,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2022-cz
Vítek Bělohradský,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2022-cz
Systur,0.000859476,0.0,0.001547056,1.37e-37,artist,2022-is
Lovísa Elísabet Sigrúnardóttir,0.000859476,0.0,0.001547056,1.37e-37,writers,2022-is
Alvan & Ahez,0.001289214,0.0,0.00326827,1.0800000000000001e-29,artist,2022-fr
Alexis Morvan-Rosius,0.001289214,0.0,0.00326827,1.0800000000000001e-29,composers,2022-fr
Marine Lavigne,0.001289214,0.0,0.00326827,1.0800000000000001e-29,lyricists,2022-fr
Malik Harris,0.000859476,0.0,0.037567804,1.75e-05,artist,2022-de
Robin Karow,0.000859476,0.0,0.037567804,1.75e-05,writers,2022-de
Mia Dimšić,0.000859476,0.0,0.019126278,1.5e-12,artist,2022-hr
Vjekoslav Dimter,0.000859476,0.0,0.019126278,1.5e-12,writers,2022-hr
Andrea,0.001718951,0.0,0.001718951,1.9699999999999998e-38,artist,2022-mk
Renata Kralevska,0.001718951,0.0,0.001718951,1.9699999999999998e-38,backings,2022-mk
Aleksandar Masevski,0.001718951,0.0,0.001718951,1.9699999999999998e-38,composers,2022-mk
Andrea Koevska,0.001718951,0.0,0.001718951,1.9699999999999998e-38,lyricists,2022-mk
Biljana Pašarikovska,0.001718951,0.0,0.001718951,1.9699999999999998e-38,stageDirector,2022-mk
Ronela Hajati,0.001718951,0.0,0.000859476,1.4e-55,"artist, writers",2022-al
Klaudia Pepa,0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2022-al
Zusef Yahir,0.000859476,0.0,0.000859476,9.88e-56,dancers,2022-al
Andromache,0.001289214,0.0,0.03757616,1.96e-05,artist,2022-cy
Yll Limani,0.001289214,0.0,0.03757616,1.96e-05,writers,2022-cy
Nefeli Theodotou,0.001289214,0.0,0.03757616,1.96e-05,dancers,2022-cy
Michael Ben David,0.000859476,0.0,0.000859476,1.67e-61,artist,2022-il
Lidor Saadia,0.000859476,0.0,0.000859476,1.67e-61,writers,2022-il
"Dan Shipton, Marvin Dietmann, Moshe Kepten",0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2022-il
Reddi,0.001289214,0.0,0.006623693,9.15e-19,artist,2022-dk
Siggy Savery,0.002148689,0.0,0.006623693,1.05e-18,"composers, lyricists",2022-dk
Jeanette Bonde,0.001289214,0.0,0.006623693,9.15e-19,backings,2022-dk
Citi Zēni,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2022-lv
Roberts Memmēns,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2022-lv
Jānis Pētersons,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2022-lv
Beāte Svarinska,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2022-lv
Achille Lauro,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2022-sm
Mattia Cutolo,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2022-sm
Simon Pietro Manzari,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2022-sm
Alessandro Michele,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2022-sm
Brooke Scullion,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2022-ie
Karl Zine,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2022-ie
Emer Walsh,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2022-ie
Sophie Kavanagh,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2022-ie
Emma Muscat,0.001289214,0.0,0.002632144,1.48e-28,artist,2022-mt
Stine Kinck,0.001289214,0.0,0.002632144,1.48e-28,writers,2022-mt
Shadia Taghi,0.001289214,0.0,0.002632144,1.48e-28,backings,2022-mt
LUM!X & Pia Maria,0.000859476,0.0,0.037567804,1.75e-05,artist,2022-at
Sophie Alexandra Tweed-Simmons,0.000859476,0.0,0.037567804,1.75e-05,writers,2022-at
Vladana,0.000859476,0.0,0.000859476,9.88e-56,artist,2022-me
Vladana Vučinić,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2022-me
"Gojko Berkuljan, Vesna Popadić",0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2022-me
Intelligent Music Project,0.000859476,0.0,0.000859476,1.67e-61,artist,2022-bg
Milen Vrabevski,0.000859476,0.0,0.000859476,1.67e-61,writers,2022-bg
Andrea Celi,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2022-bg
Circus Mircus,0.000859476,0.0,0.00096691,3.3600000000000004e-57,artist,2022-ge
Igor Von Lichtenstein,0.000859476,0.0,0.00096691,3.3600000000000004e-57,writers,2022-ge
LPS,0.000859476,0.0,0.019126278,1.5e-12,artist,2022-si
Žiga Žvižej,0.000859476,0.0,0.019126278,1.5e-12,writers,2022-si
Käärijä,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2023-fi
Jukka Sorsa,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2023-fi
Jere Pöyhönen,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2023-fi
Matti Maxim,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2023-fi
Noa Kirel,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2023-il
Yinon Yahel,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2023-il
Avichai Hacham,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2023-il
Zohar Fizitski,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2023-il
Davide Simonetta,0.000429738,0.0,0.000572984,3.3900000000000005e-58,composers,2023-it
Alessandra,0.000859476,0.0,0.006121944,5.68e-16,artist,2023-no
Stanley Ferdinandez,0.000859476,0.0,0.006121944,5.68e-16,writers,2023-no
Tvorchi,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2023-ua
Andrii Hutsuliak,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2023-ua
Jeffery Augustus Kenny,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2023-ua
Iryna Dyachuk,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2023-ua
Gustaph,0.001289214,0.0,0.038170451,0.000108595,artist,2023-be
Jaouad Alloul,0.001289214,0.0,0.038170451,0.000108595,writers,2023-be
Sandrine Van Handenhoven,0.001289214,0.0,0.038170451,0.000108595,backings,2023-be
Alika,0.000429738,0.0,0.043340794,0.000441246,artist,2023-ee
Voyager,0.000859476,0.0,0.04613392,0.000262059,artist,2023-au
Simone Dow,0.001718951,0.0,0.04613392,0.000287603,"writers, backings",2023-au
Vesna,0.000859476,0.0,0.000859476,9.88e-56,artist,2023-cz
Tanita Yankova,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2023-cz
"Matyas Vorda, Vítek Bělohradský",0.000859476,0.0,0.000859476,9.88e-56,stageDirector,2023-cz
Monika Linkytė,0.001289214,0.0,0.004639415,2.71e-24,"artist, writers",2023-lt
Andrew Lambrou,0.000859476,0.0,0.039967451,4.99e-05,artist,2023-cy
"Marvin Dietmann, Ross Nicholson",0.000859476,0.0,0.039967451,4.99e-05,stageDirector,2023-cy
Let 3,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2023-hr
Zoran Prodanović,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2023-hr
Damir Martinović Mrle,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2023-hr
Žanil Tataj - Žak,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2023-hr
Brunette,0.001289214,0.0,0.046121325,0.000259299,"artist, writers",2023-am
Teya & Salena,0.001289214,0.0,0.046146521,0.000290697,artist,2023-at
Teodora Špirić,0.001289214,0.0,0.046146521,0.000290697,writers,2023-at
Ria Hunte,0.001289214,0.0,0.046146521,0.000290697,dancers,2023-at
La Zarra,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, lyricists",2023-fr
Zacharie Raymond,0.000429738,0.0,0.000429738,8.51e-68,composers,2023-fr
Blanca Paloma,0.000429738,0.0,0.000429738,8.1e-80,artist,2023-es
José Pablo Polo,0.000429738,0.0,0.000429738,8.1e-80,writers,2023-es
Iuliana Perfeni,0.000859476,0.0,0.002157116,5.6e-30,lyricists,2023-md
Valeria Paşa,0.000859476,0.0,0.002157116,5.6e-30,backings,2023-md
Blanka,0.001289214,0.0,0.043274184,0.000627807,artist,2023-pl
Maria Broberg,0.001289214,0.0,0.043274184,0.000627807,lyricists,2023-pl
Remo Forrer,0.001289214,0.0,0.05088627,0.004414955,artist,2023-ch
